author_id,final_first_name,final_last_name,first_top5_publication_year,years_since_first_publication,entry_cohort,doi_full,from_publication_number,to_publication_number,publication_transition,previous_publication_year,publication_year,gap_years
AFZ005943,E,Glaeser,1992,4,1991-1995,10.2307/2946686,4,5,4 to 5,1996,1996,0
AFZ005943,Edward,Glaeser,1992,5,1991-1995,10.1086/250069,5,6,5 to 6,1996,1997,1
AFZ005943,Edward,Glaeser,1992,5,1991-1995,10.1086/262098,6,7,6 to 7,1997,1997,0
AFZ005943,Edward,Glaeser,1992,5,1991-1995,10.1162/003355397555361,7,8,7 to 8,1997,1997,0
AFZ005943,Edward,Glaeser,1992,7,1991-1995,10.1162/003355399556205,8,9,8 to 9,1997,1999,2
AFZ005943,Edward,Glaeser,1992,7,1991-1995,10.1257/aer.89.2.145,9,10,9 to 10,1999,1999,0
AFZ005943,Edward,Glaeser,1992,7,1991-1995,10.1257/aer.89.2.311,10,11,10 to 11,1999,1999,0
AFZ005943,Edward,Glaeser,1992,8,1991-1995,10.1162/003355300554926,11,12,11 to 12,1999,2000,1
AFZ005943,E,Glaeser,1992,9,1991-1995,10.1162/00335530152466250,12,13,12 to 13,2000,2001,1
AFZ005943,Edward,Glaeser,1992,9,1991-1995,10.1257/aer.91.2.431,13,14,13 to 14,2001,2001,0
AFZ005943,Edward,Glaeser,1992,10,1991-1995,10.1162/003355302320935016,14,15,14 to 15,2001,2002,1
AFZ005943,Edward,Glaeser,1992,11,1991-1995,10.1257/000282803769206188,15,16,15 to 16,2002,2003,1
AFZ005953,Jacob,Glazer,1992,8,1991-1995,10.1257/aer.90.4.1055,1,2,1 to 2,1992,2000,8
AFZ005958,Rachel,Glennerster,2012,7,2011-2015,10.1086/706862,1,2,1 to 2,2012,2019,7
AFZ005958,Rachel,Glennerster,2012,11,2011-2015,10.1257/aer.20220720,2,3,2 to 3,2019,2023,4
AFZ005967,Albrecht,Glitz,2011,9,2011-2015,10.1257/aer.20171732,1,2,1 to 2,2011,2020,9
AFZ005970,Gerhard,Glomm,1992,7,1991-1995,10.1111/1467-937x.00102,1,2,1 to 2,1992,1999,7
AFZ005980,Paula,Gobbi,2015,11,2011-2015,10.1086/739821,1,2,1 to 2,2015,2026,11
AFZ005981,Laurent,Gobillon,2012,6,2011-2015,10.1093/restud/rdy063,1,2,1 to 2,2012,2018,6
AFZ005981,Laurent,Gobillon,2012,9,2011-2015,10.1086/715076,2,3,2 to 3,2018,2021,3
AFZ005985,Dhananjay,Gode,1993,4,1991-1995,10.1162/003355397555307,1,2,1 to 2,1993,1997,4
AFZ006002,Jagadeesh,Gokhale,1992,8,1991-1995,10.1257/aer.90.2.288,1,2,1 to 2,1992,2000,8
AFZ006002,Jagadeesh,Gokhale,1992,8,1991-1995,10.1257/aer.90.2.293,2,3,2 to 3,2000,2000,0
AFZ006002,Jagadeesh,Gokhale,1992,10,1991-1995,10.1257/000282802320189375,3,4,3 to 4,2000,2002,2
AFZ006002,Jagadeesh,Gokhale,1992,11,1991-1995,10.1257/000282803321455340,4,5,4 to 5,2002,2003,1
AFZ006004,Limor,Golan,2011,4,2011-2015,10.3982/ecta11020,1,2,1 to 2,2011,2015,4
AFZ006015,Pinelopi,Goldberg,1995,1,1991-1995,10.1086/262035,1,2,1 to 2,1995,1996,1
AFZ006015,Pinelopi,Goldberg,1995,4,1991-1995,10.1257/aer.89.5.1135,2,3,2 to 3,1996,1999,3
AFZ006015,Pinelopi,Goldberg,1995,6,1991-1995,10.1111/1467-937x.00191,3,4,3 to 4,1999,2001,2
AFZ006015,Pinelopi,Goldberg,1995,11,1991-1995,10.1257/aer.96.5.1477,4,5,4 to 5,2001,2006,5
AFZ006030,Dana,Goldman,2005,1,2001-2005,10.1162/qjec.121.3.1063,1,2,1 to 2,2005,2006,1
AFZ006030,Dana,Goldman,2005,2,2001-2005,10.1257/aer.97.2.427,2,3,2 to 3,2006,2007,1
AFZ006030,Dana,Goldman,2005,6,2001-2005,10.1257/aer.101.3.382,3,4,3 to 4,2007,2011,4
AFZ006030,Dana,Goldman,2005,9,2001-2005,10.1257/aer.104.5.230,4,5,4 to 5,2011,2014,3
AFZ006042,Paul,Goldsmith-Pinkham,2011,9,2011-2015,10.1257/aer.20181047,1,2,1 to 2,2011,2020,9
AFZ006052,Douglas,Gollin,2002,0,2001-2005,10.1257/000282802320189177,1,2,1 to 2,2002,2002,0
AFZ006052,Douglas,Gollin,2002,11,2001-2005,10.1093/qje/qjt056,2,3,2 to 3,2002,2013,11
AFZ006057,Mikhail,Golosov,2003,3,2001-2005,10.1086/500549,1,2,1 to 2,2003,2006,3
AFZ006057,Mikhail,Golosov,2003,4,2001-2005,10.1086/512625,2,3,2 to 3,2006,2007,1
AFZ006057,Mikhail,Golosov,2003,4,2001-2005,10.1111/j.1468-0262.2007.00781.x,3,4,3 to 4,2007,2007,0
AFZ006057,Mikhail,Golosov,2003,4,2001-2005,10.1162/qjec.122.2.487,4,5,4 to 5,2007,2007,0
AFZ006057,MIKHAIL,GOLOSOV,2003,6,2001-2005,10.1111/j.1467-937x.2009.00540.x,5,6,5 to 6,2007,2009,2
AFZ006057,Mikhail,Golosov,2003,6,2001-2005,10.1111/j.1467-937x.2009.00587.x,6,7,6 to 7,2009,2009,0
AFZ006057,Mikhail,Golosov,2003,9,2001-2005,10.1093/qje/qjr048,7,8,7 to 8,2009,2012,3
AFZ006057,Mikhail,Golosov,2003,10,2001-2005,10.1086/674135,8,9,8 to 9,2012,2013,1
AFZ006057,Mikhail,Golosov,2003,10,2001-2005,10.1257/aer.103.3.502,9,10,9 to 10,2013,2013,0
AFZ006057,Mikhail,Golosov,2003,11,2001-2005,10.3982/ecta10217,10,11,10 to 11,2013,2014,1
AFZ006057,Mikhail,Golosov,2003,11,2001-2005,10.3982/ecta8911,11,12,11 to 12,2014,2014,0
AFZ006059,Benjamin,Golub,2012,2,2011-2015,10.1257/aer.104.10.3115,1,2,1 to 2,2012,2014,2
AFZ006059,Benjamin,Golub,2012,2,2011-2015,10.1257/aer.104.5.463,2,3,2 to 3,2014,2014,0
AFZ006059,Benjamin,Golub,2012,6,2011-2015,10.1086/701032,3,4,3 to 4,2014,2018,4
AFZ006059,Benjamin,Golub,2012,8,2011-2015,10.3982/ecta16173,4,5,4 to 5,2018,2020,2
AFZ006059,Benjamin,Golub,2012,10,2011-2015,10.1093/restud/rdac077,5,6,5 to 6,2020,2022,2
AFZ006059,Benjamin,Golub,2012,10,2011-2015,10.1257/aer.20210220,6,7,6 to 7,2022,2022,0
AFZ006059,Benjamin,Golub,2012,11,2011-2015,10.1093/restud/rdad068,7,8,7 to 8,2022,2023,1
AFZ006061,Armando,Gomes,2005,0,2001-2005,10.1111/j.1468-0262.2005.00617.x,1,2,1 to 2,2005,2005,0
AFZ006063,Joao,Gomes,2001,1,2001-2005,10.1257/000282802762024601,1,2,1 to 2,2001,2002,1
AFZ006063,Joao,Gomes,2001,2,2001-2005,10.1086/375379,2,3,2 to 3,2002,2003,1
AFZ006063,Joao,Gomes,2001,8,2001-2005,10.1086/648882,3,4,3 to 4,2003,2009,6
AFZ006066,Renato,Gomes,2014,4,2011-2015,10.1093/qje/qjy016,1,2,1 to 2,2014,2018,4
AFZ006066,Renato,Gomes,2014,4,2011-2015,10.1093/restud/rdy072,2,3,2 to 3,2018,2018,0
AFZ006073,Paul,Gompers,2001,2,2001-2005,10.1162/00335530360535162,1,2,1 to 2,2001,2003,2
AFZ006094,Marco,Gonzalez-Navarro,2015,0,2011-2015,10.1257/aer.20130853,1,2,1 to 2,2015,2015,0
AFZ006094,Marco,Gonzalez-Navarro,2015,7,2011-2015,10.1257/aer.20190565,2,3,2 to 3,2015,2022,7
AFZ006094,Marco,Gonzalez-Navarro,2015,8,2011-2015,10.1093/qje/qjad037,3,4,3 to 4,2022,2023,1
AFZ006103,Joshua,Goodman,2014,7,2011-2015,10.1093/qje/qjab006,1,2,1 to 2,2014,2021,7
AFZ006108,Andrew,Goodman-Bacon,2015,2,2011-2015,10.1086/695528,1,2,1 to 2,2015,2017,2
AFZ006108,Andrew,Goodman-Bacon,2015,6,2011-2015,10.1257/aer.20171671,2,3,2 to 3,2017,2021,4
AFZ006119,Olga,Gorbachev,2011,5,2011-2015,10.1257/aer.p20161119,1,2,1 to 2,2011,2016,5
AFZ006156,Gary,Gorton,1993,3,1991-1995,10.1086/262027,1,2,1 to 2,1993,1996,3
AFZ006156,Gary,Gorton,1993,4,1991-1995,10.1086/262103,2,3,2 to 3,1996,1997,1
AFZ006156,Gary,Gorton,1993,11,1991-1995,10.1257/0002828041464650,3,4,3 to 4,1997,2004,7
AFZ006172,Joshua,Gottlieb,2012,2,2011-2015,10.1257/aer.104.4.1320,1,2,1 to 2,2012,2014,2
AFZ006172,Joshua,Gottlieb,2012,4,2011-2015,10.1086/689772,2,3,2 to 3,2014,2016,2
AFZ006172,Joshua,Gottlieb,2012,11,2011-2015,10.1093/qje/qjad035,3,4,3 to 4,2016,2023,7
AFZ006178,Eric,Gould,2004,3,2001-2005,10.1111/j.1467-937x.2007.00428.x,1,2,1 to 2,2004,2007,3
AFZ006178,Eric,Gould,2004,4,2001-2005,10.1257/aer.98.1.333,2,3,2 to 3,2007,2008,1
AFZ006178,Eric,Gould,2004,6,2001-2005,10.1162/qjec.2010.125.4.1459,3,4,3 to 4,2008,2010,2
AFZ006178,Eric,Gould,2004,7,2001-2005,10.1093/restud/rdq038,4,5,4 to 5,2010,2011,1
AFZ006181,Lawrence,Goulder,2003,2,2001-2005,10.1257/000282805774670536,1,2,1 to 2,2003,2005,2
AFZ006181,Lawrence,Goulder,2003,6,2001-2005,10.1257/aer.99.3.667,2,3,2 to 3,2005,2009,4
AFZ006181,Lawrence,Goulder,2003,8,2001-2005,10.1257/aer.101.3.253,3,4,3 to 4,2009,2011,2
AFZ006184,Pierre-Olivier,Gourinchas,2001,1,2001-2005,10.1111/1468-0262.00269,1,2,1 to 2,2001,2002,1
AFZ006184,PIERRE-OLIVIER,GOURINCHAS,2001,5,2001-2005,10.1111/j.1467-937x.2006.00393.x,2,3,2 to 3,2002,2006,4
AFZ006184,PierreOlivier,Gourinchas,2001,6,2001-2005,10.1086/521966,3,4,3 to 4,2006,2007,1
AFZ006184,Pierre-Olivier,Gourinchas,2001,7,2001-2005,10.1257/aer.98.1.358,4,5,4 to 5,2007,2008,1
AFZ006184,Pierre-Olivier,Gourinchas,2001,10,2001-2005,10.1257/aer.101.6.2450,5,6,5 to 6,2008,2011,3
AFZ006188,Srihari,Govindan,1995,6,1991-1995,10.1111/1468-0262.00198,1,2,1 to 2,1995,2001,6
AFZ006188,Srihari,Govindan,1995,6,1991-1995,10.1111/1468-0262.00213,2,3,2 to 3,2001,2001,0
AFZ006189,Gautam,Gowrisankaran,2003,9,2001-2005,10.1086/669540,1,2,1 to 2,2003,2012,9
AFZ006199,Mark,Gradstein,1992,10,1991-1995,10.1257/00028280260344722,1,2,1 to 2,1992,2002,10
AFZ006224,Simon,Grant,1995,0,1991-1995,10.2307/2951701,1,2,1 to 2,1995,1995,0
AFZ006224,Simon,Grant,1995,4,1991-1995,10.1086/250082,2,3,2 to 3,1995,1999,4
AFZ006224,Simon,Grant,1995,5,1991-1995,10.1111/1468-0262.00116,3,4,3 to 4,1999,2000,1
AFZ006224,Simon,Grant,1995,7,1991-1995,10.1257/00028280260344641,4,5,4 to 5,2000,2002,2
AFZ006233,John,Graves,2012,3,2011-2015,10.1086/677756,1,2,1 to 2,2012,2015,3
AFZ006255,Brett,Green,2012,4,2011-2015,10.1257/aer.20151181,1,2,1 to 2,2012,2016,4
AFZ006255,Brett,Green,2012,5,2011-2015,10.1257/aer.20151714,2,3,2 to 3,2016,2017,1
AFZ006255,Brett,Green,2012,7,2011-2015,10.1257/aer.20180998,3,4,3 to 4,2017,2019,2
AFZ006255,Brett,Green,2012,8,2011-2015,10.1257/aer.20181316,4,5,4 to 5,2019,2020,1
AFZ006285,Shane,Greenstein,2012,0,2011-2015,10.1257/aer.102.3.343,1,2,1 to 2,2012,2012,0
AFZ006285,Shane,Greenstein,2012,2,2011-2015,10.1257/aer.104.5.475,2,3,2 to 3,2012,2014,2
AFZ006285,Shane,Greenstein,2012,4,2011-2015,10.1257/aer.p20161018,3,4,3 to 4,2014,2016,2
AFZ006296,Jesse,Gregory,2013,6,2011-2015,10.3982/ecta14246,1,2,1 to 2,2013,2019,6
AFZ006296,Jesse,Gregory,2013,11,2011-2015,10.1093/restud/rdad114,2,3,2 to 3,2019,2024,5
AFZ006301,Avner,Greif,1994,0,1991-1995,10.1086/261959,1,2,1 to 2,1994,1994,0
AFZ006311,Matthew,Grennan,2013,6,2011-2015,10.1086/705329,1,2,1 to 2,2013,2019,6
AFZ006311,Matthew,Grennan,2013,7,2011-2015,10.1257/aer.20180946,2,3,2 to 3,2019,2020,1
AFZ006311,Matthew,Grennan,2013,11,2011-2015,10.1093/restud/rdae090,3,4,3 to 4,2020,2024,4
AFZ006345,Jeff,Grogger,1995,6,1991-1995,10.1086/321016,1,2,1 to 2,1995,2001,6
AFZ006345,Jeffrey,Grogger,1995,7,1991-1995,10.1257/000282802320191660,2,3,2 to 3,2001,2002,1
AFZ006345,Jeffrey,Grogger,1995,8,1991-1995,10.1086/374181,3,4,3 to 4,2002,2003,1
AFZ006345,Jeffrey,Grogger,1995,8,1991-1995,10.1257/000282803321947218,4,5,4 to 5,2003,2003,0
AFZ006355,Tim,Groseclose,2002,3,2001-2005,10.1162/003355305775097542,1,2,1 to 2,2002,2005,3
AFZ006364,Tal,Gross,2014,7,2011-2015,10.1257/aer.20191311,1,2,1 to 2,2014,2021,7
AFZ006393,Farley,Grubb,2001,2,2001-2005,10.1257/000282803322655545,1,2,1 to 2,2001,2003,2
AFZ006393,Farley,Grubb,2001,6,2001-2005,10.1257/aer.97.2.280,2,3,2 to 3,2003,2007,4
AFZ006396,J,Gruber,1993,3,1991-1995,10.2307/2946684,1,2,1 to 2,1993,1996,3
AFZ006397,Jonathan,Gruber,1994,2,1991-1995,10.1086/262059,1,2,1 to 2,1994,1996,2
AFZ006397,Jonathan,Gruber,1994,2,1991-1995,10.2307/2946683,2,3,2 to 3,1996,1996,0
AFZ006397,Jonathan,Gruber,1994,5,1991-1995,10.1086/250096,3,4,3 to 4,1996,1999,3
AFZ006397,Jonathan,Gruber,1994,5,1991-1995,10.1162/003355399556007,4,5,4 to 5,1999,1999,0
AFZ006397,Jonathan,Gruber,1994,6,1991-1995,10.1086/317682,5,6,5 to 6,1999,2000,1
AFZ006397,Jonathan,Gruber,1994,7,1991-1995,10.1162/003355301753265570,6,7,6 to 7,2000,2001,1
AFZ006397,Jonathan,Gruber,1994,7,1991-1995,10.1257/aer.91.2.85,7,8,7 to 8,2001,2001,0
AFZ006397,Jonathan,Gruber,1994,8,1991-1995,10.1257/000282802760015603,8,9,8 to 9,2001,2002,1
AFZ006397,Jonathan,Gruber,1994,9,1991-1995,10.1257/000282803321947182,9,10,9 to 10,2002,2003,1
AFZ006406,Andreas,Grunewald,2013,8,2011-2015,10.1093/restud/rdab087,1,2,1 to 2,2013,2021,8
AFZ006411,Chao,Gu,2012,1,2011-2015,10.1086/673472,1,2,1 to 2,2012,2013,1
AFZ006411,Chao,Gu,2012,4,2011-2015,10.3982/ecta12798,2,3,2 to 3,2013,2016,3
AFZ006423,Antonio,Guarino,2005,9,2001-2005,10.1257/aer.104.1.224,1,2,1 to 2,2005,2014,9
AFZ006434,Maia,Guell,2014,5,2011-2015,10.1086/704573,1,2,1 to 2,2014,2019,5
AFZ006441,Pablo,Guerron-Quintana,2011,4,2011-2015,10.1257/aer.20121236,1,2,1 to 2,2011,2015,4
AFZ006445,Patrik,Guggenberger,2003,6,2001-2005,10.3982/ecta7015,1,2,1 to 2,2003,2009,6
AFZ006445,Patrik,Guggenberger,2003,9,2001-2005,10.3982/ecta8953,2,3,2 to 3,2009,2012,3
AFZ006445,Patrik,Guggenberger,2003,9,2001-2005,10.3982/ecta9604,3,4,3 to 4,2012,2012,0
AFZ006463,Raymond,Guiteras,2015,4,2011-2015,10.1086/705374,1,2,1 to 2,2015,2019,4
AFZ006505,Adam,Guren,2011,7,2011-2015,10.1086/697207,1,2,1 to 2,2011,2018,7
AFZ006505,Adam,Guren,2011,9,2011-2015,10.1093/restud/rdaa001,2,3,2 to 3,2018,2020,2
AFZ006505,Adam,Guren,2011,9,2011-2015,10.1093/restud/rdaa018,3,4,3 to 4,2020,2020,0
AFZ006507,Sergei,Guriev,2005,11,2001-2005,10.1093/restud/rdw026,1,2,1 to 2,2005,2016,11
AFZ006507,Sergei,Guriev,2005,11,2001-2005,10.1257/aer.p20161067,2,3,2 to 3,2016,2016,0
AFZ006513,Jonathan,Guryan,2004,0,2001-2005,10.1257/0002828042002679,1,2,1 to 2,2004,2004,0
AFZ006513,Jonathan,Guryan,2004,4,2001-2005,10.1086/593073,2,3,2 to 3,2004,2008,4
AFZ006513,Jonathan,Guryan,2004,4,2001-2005,10.1257/aer.98.1.458,3,4,3 to 4,2008,2008,0
AFZ006513,Jonathan,Guryan,2004,5,2001-2005,10.1257/aer.99.2.211,4,5,4 to 5,2008,2009,1
AFZ006513,Jonathan,Guryan,2004,10,2001-2005,10.1257/aer.104.12.3921,5,6,5 to 6,2009,2014,5
AFZ006542,Wouter,Haan,1994,6,1991-1995,10.1257/aer.90.3.482,1,2,1 to 2,1994,2000,6
AFZ006559,Martin,Hackmann,2012,3,2011-2015,10.1257/aer.20130758,1,2,1 to 2,2012,2015,3
AFZ006559,Martin,Hackmann,2012,7,2011-2015,10.1257/aer.20151057,2,3,2 to 3,2015,2019,4
AFZ006559,Martin,Hackmann,2012,8,2011-2015,10.1093/restud/rdaa082,3,4,3 to 4,2019,2020,1
AFZ006570,Roger,Haefen,2005,4,2001-2005,10.1257/aer.99.3.667,1,2,1 to 2,2005,2009,4
AFZ006601,Steven,Haider,2003,3,2001-2005,10.1257/aer.96.4.1308; 10.1257/000282806779468508,1,2,1 to 2,2003,2006,3
AFZ006603,Philip,Haile,2001,1,2001-2005,10.1111/j.1468-0262.2002.00435.x; 10.1111/1468-0262.00371,1,2,1 to 2,2001,2002,1
AFZ006603,Philip,Haile,2001,2,2001-2005,10.1086/344801,2,3,2 to 3,2002,2003,1
AFZ006603,Philip,Haile,2001,7,2001-2005,10.1257/aer.98.1.180,3,4,3 to 4,2003,2008,5
AFZ006618,Marina,Halac,2012,2,2011-2015,10.3982/ecta11207,1,2,1 to 2,2012,2014,2
AFZ006618,Marina,Halac,2012,4,2011-2015,10.1093/restud/rdw013,2,3,2 to 3,2014,2016,2
AFZ006618,Marina,Halac,2012,4,2011-2015,10.1257/aer.20140772,3,4,3 to 4,2016,2016,0
AFZ006618,Marina,Halac,2012,5,2011-2015,10.1086/693040,4,5,4 to 5,2016,2017,1
AFZ006618,Marina,Halac,2012,6,2011-2015,10.1257/aer.20151180,5,6,5 to 6,2017,2018,1
AFZ006618,Marina,Halac,2012,8,2011-2015,10.1086/710560,6,7,6 to 7,2018,2020,2
AFZ006618,Marina,Halac,2012,8,2011-2015,10.1257/aer.20190234,7,8,7 to 8,2020,2020,0
AFZ006618,Marina,Halac,2012,9,2011-2015,10.1093/restud/rdab027,8,9,8 to 9,2020,2021,1
AFZ006618,Marina,Halac,2012,9,2011-2015,10.1257/aer.20200555,9,10,9 to 10,2021,2021,0
AFZ006618,Marina,Halac,2012,10,2011-2015,10.3982/ecta16962,10,11,10 to 11,2021,2022,1
AFZ006626,Yoram,Halevy,2005,2,2001-2005,10.1111/j.1468-0262.2006.00755.x,1,2,1 to 2,2005,2007,2
AFZ006626,Yoram,Halevy,2005,3,2001-2005,10.1257/aer.98.3.1145,2,3,2 to 3,2007,2008,1
AFZ006626,Yoram,Halevy,2005,10,2001-2005,10.3982/ecta10872,3,4,3 to 4,2008,2015,7
AFZ006671,Darrick,Hamilton,2002,4,2001-2005,10.1257/000282806777212152,1,2,1 to 2,2002,2006,4
AFZ006698,Jessie,Handbury,2014,5,2011-2015,10.1093/qje/qjz015,1,2,1 to 2,2014,2019,5
AFZ006698,Jessie,Handbury,2014,7,2011-2015,10.3982/ecta11738,2,3,2 to 3,2019,2021,2
AFZ006698,Jessie,Handbury,2014,9,2011-2015,10.1093/restud/rdad048,3,4,3 to 4,2021,2023,2
AFZ006699,Benjamin,Handel,2013,2,2011-2015,10.1257/aer.20131126,1,2,1 to 2,2013,2015,2
AFZ006699,Benjamin,Handel,2013,2,2011-2015,10.1257/aer.p20151080,2,3,2 to 3,2015,2015,0
AFZ006699,Ben,Handel,2013,2,2011-2015,10.3982/ecta12480,3,4,3 to 4,2015,2015,0
AFZ006699,Benjamin,Handel,2013,4,2011-2015,10.1093/qje/qjx013,4,5,4 to 5,2015,2017,2
AFZ006699,Benjamin,Handel,2013,4,2011-2015,10.1257/aer.p20171085,5,6,5 to 6,2017,2017,0
AFZ006699,Ben,Handel,2013,10,2011-2015,10.1093/restud/rdad054,6,7,6 to 7,2017,2023,6
AFZ006703,Kyle,Handley,2014,3,2011-2015,10.1257/aer.20141419,1,2,1 to 2,2014,2017,3
AFZ006710,Walker,Hanlon,2015,0,2011-2015,10.3982/ecta10811,1,2,1 to 2,2015,2015,0
AFZ006710,Walker,Hanlon,2015,7,2011-2015,10.1093/restud/rdac059,2,3,2 to 3,2015,2022,7
AFZ006722,Benjamin,Hansen,2015,2,2011-2015,10.1257/aer.p20171002,1,2,1 to 2,2015,2017,2
AFZ006728,Christian,Hansen,2004,9,2001-2005,10.1093/restud/rdt044,1,2,1 to 2,2004,2013,9
AFZ006728,Christian,Hansen,2004,11,2001-2005,10.1257/aer.p20151022,2,3,2 to 3,2013,2015,2
AFZ006730,Gary,Hansen,1992,10,1991-1995,10.1257/00028280260344731,1,2,1 to 2,1992,2002,10
AFZ006738,Nico,Hansen,2001,10,2001-2005,10.1093/restud/rdr003,1,2,1 to 2,2001,2011,10
AFZ006741,Stephen,Hansen,2012,5,2011-2015,10.1093/qje/qjx045,1,2,1 to 2,2012,2017,5
AFZ006741,Stephen,Hansen,2012,7,2011-2015,10.1086/705331,2,3,2 to 3,2017,2019,2
AFZ006751,Samuel,Hanson,2014,7,2011-2015,10.1093/qje/qjab011,1,2,1 to 2,2014,2021,7
AFZ006751,Samuel,Hanson,2014,9,2011-2015,10.1093/qje/qjad024,2,3,2 to 3,2021,2023,2
AFZ006755,Eric,Hanushek,1992,8,1991-1995,10.1257/aer.90.5.1184,1,2,1 to 2,1992,2000,8
AFZ006755,Eric,Hanushek,1992,9,1991-1995,10.1257/aer.91.2.24,2,3,2 to 3,2000,2001,1
AFZ006765,William,Harbaugh,2001,2,2001-2005,10.1257/000282803322157142,1,2,1 to 2,2001,2003,2
AFZ006786,David,Harless,1994,8,1991-1995,10.1257/000282802760015711,1,2,1 to 2,1994,2002,8
AFZ006830,Bard,Harstad,2005,2,2001-2005,10.1257/aer.97.3.871,1,2,1 to 2,2005,2007,2
AFZ006830,Bard,Harstad,2005,7,2001-2005,10.1086/665405,2,3,2 to 3,2007,2012,5
AFZ006830,Bard,Harstad,2005,7,2001-2005,10.1093/restud/rds011,3,4,3 to 4,2012,2012,0
AFZ006830,Bard,Harstad,2005,10,2001-2005,10.1093/qje/qjv008,4,5,4 to 5,2012,2015,3
AFZ006830,Bard,Harstad,2005,11,2001-2005,10.1086/684478,5,6,5 to 6,2015,2016,1
AFZ006849,Jason,Hartline,2012,3,2011-2015,10.1257/aer.20130712,1,2,1 to 2,2012,2015,3
AFZ006849,Jason,Hartline,2012,8,2011-2015,10.1093/restud/rdaa053,2,3,2 to 3,2015,2020,5
AFZ006876,Mohammad,Hassan,2012,8,2011-2015,10.1093/restud/rdaa087,1,2,1 to 2,2012,2020,8
AFZ006877,Tarek,Hassan,2011,0,2011-2015,10.1257/aer.101.3.402,1,2,1 to 2,2011,2011,0
AFZ006877,Tarek,Hassan,2011,2,2011-2015,10.1093/qje/qjt009,2,3,2 to 3,2011,2013,2
AFZ006877,Tarek,Hassan,2011,6,2011-2015,10.1257/aer.20110433,3,4,3 to 4,2013,2017,4
AFZ006877,Tarek,Hassan,2011,7,2011-2015,10.1093/qje/qjy026,4,5,4 to 5,2017,2018,1
AFZ006877,Tarek,Hassan,2011,7,2011-2015,10.1093/restud/rdy044,5,6,5 to 6,2018,2018,0
AFZ006877,Tarek,Hassan,2011,8,2011-2015,10.1093/qje/qjz021,6,7,6 to 7,2018,2019,1
AFZ006877,Tarek,Hassan,2011,11,2011-2015,10.1093/restud/rdac038,7,8,7 to 8,2019,2022,3
AFZ006878,Kevin,Hassett,1994,8,1991-1995,10.1257/00028280260344650,1,2,1 to 2,1994,2002,8
AFZ006884,Justine,Hastings,2004,2,2001-2005,10.1257/000282806777211919,1,2,1 to 2,2004,2006,2
AFZ006884,Justine,Hastings,2004,4,2001-2005,10.1162/qjec.2008.123.4.1373,2,3,2 to 3,2006,2008,2
AFZ006884,Justine,Hastings,2004,6,2001-2005,10.1257/aer.100.2.480,3,4,3 to 4,2008,2010,2
AFZ006884,Justine,Hastings,2004,9,2001-2005,10.1093/qje/qjt018,4,5,4 to 5,2010,2013,3
AFZ006884,Justine,Hastings,2004,10,2001-2005,10.1257/aer.104.3.991,5,6,5 to 6,2013,2014,1
AFZ006884,Justine,Hastings,2004,11,2001-2005,10.1257/aer.p20151026,6,7,6 to 7,2014,2015,1
AFZ006888,John,Hatfield,2005,7,2001-2005,10.1257/aer.102.3.371,1,2,1 to 2,2005,2012,7
AFZ006888,John,Hatfield,2005,8,2001-2005,10.1086/673402,2,3,2 to 3,2012,2013,1
AFZ006888,John,Hatfield,2005,9,2001-2005,10.1257/aer.104.5.436,3,4,3 to 4,2013,2014,1
AFZ006893,Harald,Hau,2004,4,2001-2005,10.1257/aer.98.2.333,1,2,1 to 2,2004,2008,4
AFZ006946,Guojun,He,2015,5,2011-2015,10.1093/qje/qjaa024,1,2,1 to 2,2015,2020,5
AFZ006946,Guojun,He,2015,8,2011-2015,10.1257/aer.20211207,2,3,2 to 3,2020,2023,3
AFZ006946,Guojun,He,2015,9,2011-2015,10.1257/aer.20221215,3,4,3 to 4,2023,2024,1
AFZ006962,Zhiguo,He,2011,1,2011-2015,10.1257/aer.102.3.88,1,2,1 to 2,2011,2012,1
AFZ006962,Zhiguo,He,2011,2,2011-2015,10.1257/aer.103.2.732,2,3,2 to 3,2012,2013,1
AFZ006962,Zhiguo,He,2011,3,2011-2015,10.3982/ecta11039,3,4,3 to 4,2013,2014,1
AFZ006962,Zhiguo,He,2011,5,2011-2015,10.1257/aer.p20161109,4,5,4 to 5,2014,2016,2
AFZ006962,Zhiguo,He,2011,5,2011-2015,10.3982/ecta11788,5,6,5 to 6,2016,2016,0
AFZ006962,Zhiguo,He,2011,8,2011-2015,10.1257/aer.20160216,6,7,6 to 7,2016,2019,3
AFZ006963,Allen,Head,2012,2,2011-2015,10.1257/aer.104.4.1172,1,2,1 to 2,2012,2014,2
AFZ006964,Keith,Head,2001,10,2001-2005,10.1093/restud/rdr030,1,2,1 to 2,2001,2011,10
AFZ006980,Jonathan,Heathcote,2003,1,2001-2005,10.1111/0034-6527.00328,1,2,1 to 2,2003,2004,1
AFZ006980,Jonathan,Heathcote,2003,7,2001-2005,10.1086/656632,2,3,2 to 3,2004,2010,6
AFZ006980,Jonathan,Heathcote,2003,10,2001-2005,10.1086/674143,3,4,3 to 4,2010,2013,3
AFZ006980,Jonathan,Heathcote,2003,11,2001-2005,10.1257/aer.104.7.2075,4,5,4 to 5,2013,2014,1
AFZ006981,John,Heaton,1993,2,1991-1995,10.2307/2171913,1,2,1 to 2,1993,1995,2
AFZ006981,John,Heaton,1993,3,1991-1995,10.1086/262030,2,3,2 to 3,1995,1996,1
